fips,stateabbr,statedesc,locationname,measure,data_value_type,asthma_prevalence_pct,state,county,pm25_mean,monitor_count,total_observations
25023,MA,Massachusetts,Plymouth,Current asthma among adults,Age-adjusted prevalence,12.1,Massachusetts,Plymouth,7.0733732518610415,1.0,33046.0
24029,MD,Maryland,Kent,Current asthma among adults,Age-adjusted prevalence,10.9,Maryland,Kent,6.07153068912177,1.0,33875.0
23029,ME,Maine,Washington,Current asthma among adults,Age-adjusted prevalence,13.5,Maine,Washington,4.1284838153078205,1.0,9616.0
22019,LA,Louisiana,Calcasieu,Current asthma among adults,Age-adjusted prevalence,10.3,Louisiana,Calcasieu,10.606021805003053,2.0,32780.0
22105,LA,Louisiana,Tangipahoa,Current asthma among adults,Age-adjusted prevalence,10.5,Louisiana,Tangipahoa,7.788461296703297,1.0,1456.0
23019,ME,Maine,Penobscot,Current asthma among adults,Age-adjusted prevalence,13.4,Maine,Penobscot,5.3241574177113895,1.0,11247.0
25015,MA,Massachusetts,Hampshire,Current asthma among adults,Age-adjusted prevalence,12.1,Massachusetts,Hampshire,6.180519893466563,1.0,32525.0
22047,LA,Louisiana,Iberville,Current asthma among adults,Age-adjusted prevalence,10.7,Louisiana,Iberville,8.318644,1.0,944.0
24033,MD,Maryland,Prince George's,Current asthma among adults,Age-adjusted prevalence,11.5,Maryland,Prince George's,7.578819986294429,1.0,35533.0
25005,MA,Massachusetts,Bristol,Current asthma among adults,Age-adjusted prevalence,12.7,Massachusetts,Bristol,6.967176975847586,1.0,33330.0
23003,ME,Maine,Aroostook,Current asthma among adults,Age-adjusted prevalence,13.6,Maine,Aroostook,6.494409082392621,3.0,58112.0
24025,MD,Maryland,Harford,Current asthma among adults,Age-adjusted prevalence,10.2,Maryland,Harford,7.290693693987775,1.0,33698.0
22079,LA,Louisiana,Rapides,Current asthma among adults,Age-adjusted prevalence,10.7,Louisiana,Rapides,8.847059,1.0,952.0
24019,MD,Maryland,Dorchester,Current asthma among adults,Age-adjusted prevalence,11.7,Maryland,Dorchester,7.236055345940658,1.0,33737.0
22073,LA,Louisiana,Ouachita,Current asthma among adults,Age-adjusted prevalence,10.9,Louisiana,Ouachita,8.402479,1.0,968.0
25027,MA,Massachusetts,Worcester,Current asthma among adults,Age-adjusted prevalence,12.1,Massachusetts,Worcester,7.39975785379444,1.0,33022.0
24015,MD,Maryland,Cecil,Current asthma among adults,Age-adjusted prevalence,10.5,Maryland,Cecil,6.840914280984366,1.0,33646.0
25003,MA,Massachusetts,Berkshire,Current asthma among adults,Age-adjusted prevalence,12.2,Massachusetts,Berkshire,7.605849350159556,2.0,67375.0
25017,MA,Massachusetts,Middlesex,Current asthma among adults,Age-adjusted prevalence,11.1,Massachusetts,Middlesex,6.762730684504002,1.0,33357.0
22109,LA,Louisiana,Terrebonne,Current asthma among adults,Age-adjusted prevalence,10.4,Louisiana,Terrebonne,9.712174,1.0,920.0
20209,KS,Kansas,Wyandotte,Current asthma among adults,Age-adjusted prevalence,10.0,Kansas,Wyandotte,10.191407202775485,1.0,31562.0
24023,MD,Maryland,Garrett,Current asthma among adults,Age-adjusted prevalence,11.3,Maryland,Garrett,5.840513454589372,1.0,33120.0
22121,LA,Louisiana,West Baton Rouge,Current asthma among adults,Age-adjusted prevalence,10.4,Louisiana,West Baton Rouge,9.967327324726938,1.0,37995.0
23009,ME,Maine,Hancock,Current asthma among adults,Age-adjusted prevalence,12.3,Maine,Hancock,4.4230604512575855,1.0,33954.0
24005,MD,Maryland,Baltimore,Current asthma among adults,Age-adjusted prevalence,11.1,Maryland,Baltimore,7.70318250789335,2.0,36043.0
20191,KS,Kansas,Sumner,Current asthma among adults,Age-adjusted prevalence,10.2,Kansas,Sumner,9.02849178791693,1.0,30191.0
23017,ME,Maine,Oxford,Current asthma among adults,Age-adjusted prevalence,13.6,Maine,Oxford,5.6110904937249675,1.0,11235.0
20177,KS,Kansas,Shawnee,Current asthma among adults,Age-adjusted prevalence,10.6,Kansas,Shawnee,9.456040830933642,1.0,31254.0
24027,MD,Maryland,Howard,Current asthma among adults,Age-adjusted prevalence,9.1,Maryland,Howard,8.15320564184345,1.0,33893.0
25025,MA,Massachusetts,Suffolk,Current asthma among adults,Age-adjusted prevalence,11.4,Massachusetts,Suffolk,7.446054766160535,5.0,190464.0
25011,MA,Massachusetts,Franklin,Current asthma among adults,Age-adjusted prevalence,12.0,Massachusetts,Franklin,8.21021865842326,1.0,33360.0
24031,MD,Maryland,Montgomery,Current asthma among adults,Age-adjusted prevalence,9.2,Maryland,Montgomery,6.392883393097293,1.0,33610.0
25021,MA,Massachusetts,Norfolk,Current asthma among adults,Age-adjusted prevalence,10.8,Massachusetts,Norfolk,6.743620430920659,1.0,33324.0
26017,MI,Michigan,Bay,Current asthma among adults,Age-adjusted prevalence,11.6,Michigan,Bay,9.503434953909888,1.0,11586.0
22055,LA,Louisiana,Lafayette,Current asthma among adults,Age-adjusted prevalence,9.7,Louisiana,Lafayette,8.254167,1.0,960.0
23005,ME,Maine,Cumberland,Current asthma among adults,Age-adjusted prevalence,12.0,Maine,Cumberland,8.3877749226214,2.0,30396.0
20195,KS,Kansas,Trego,Current asthma among adults,Age-adjusted prevalence,9.9,Kansas,Trego,7.950423419527661,1.0,31545.0
23001,ME,Maine,Androscoggin,Current asthma among adults,Age-adjusted prevalence,13.4,Maine,Androscoggin,5.364838267485221,1.0,10995.0
22051,LA,Louisiana,Jefferson,Current asthma among adults,Age-adjusted prevalence,9.8,Louisiana,Jefferson,8.823954799856619,2.0,40451.0
20173,KS,Kansas,Sedgwick,Current asthma among adults,Age-adjusted prevalence,10.0,Kansas,Sedgwick,10.29012679007049,1.0,19578.0
20181,KS,Kansas,Sherman,Current asthma among adults,Age-adjusted prevalence,10.1,Kansas,Sherman,4.582802545271631,1.0,8449.0
25013,MA,Massachusetts,Hampden,Current asthma among adults,Age-adjusted prevalence,12.8,Massachusetts,Hampden,7.409696668410389,2.0,44923.0
27005,MN,Minnesota,Becker,Current asthma among adults,Age-adjusted prevalence,10.3,Minnesota,Becker,8.893997654325526,1.0,32655.0
27123,MN,Minnesota,Ramsey,Current asthma among adults,Age-adjusted prevalence,10.1,Minnesota,Ramsey,10.590397636673796,2.0,34586.0
27109,MN,Minnesota,Olmsted,Current asthma among adults,Age-adjusted prevalence,9.8,Minnesota,Olmsted,10.180649387507767,1.0,32180.0
26161,MI,Michigan,Washtenaw,Current asthma among adults,Age-adjusted prevalence,10.7,Michigan,Washtenaw,11.017746870146365,1.0,66136.0
28045,MS,Mississippi,Hancock,Current asthma among adults,Age-adjusted prevalence,9.4,Mississippi,Hancock,9.098847596558072,1.0,31494.0
26077,MI,Michigan,Kalamazoo,Current asthma among adults,Age-adjusted prevalence,11.5,Michigan,Kalamazoo,12.481228887583894,1.0,29204.0
27037,MN,Minnesota,Dakota,Current asthma among adults,Age-adjusted prevalence,9.8,Minnesota,Dakota,10.39608398500774,2.0,98184.0
28035,MS,Mississippi,Forrest,Current asthma among adults,Age-adjusted prevalence,10.0,Mississippi,Forrest,10.73138649906001,1.0,32447.0
26091,MI,Michigan,Lenawee,Current asthma among adults,Age-adjusted prevalence,11.4,Michigan,Lenawee,9.97829534524743,1.0,29321.0
27035,MN,Minnesota,Crow Wing,Current asthma among adults,Age-adjusted prevalence,10.5,Minnesota,Crow Wing,8.469024938008786,1.0,29359.0
26163,MI,Michigan,Wayne,Current asthma among adults,Age-adjusted prevalence,12.4,Michigan,Wayne,12.620489097586058,10.0,233394.0
27053,MN,Minnesota,Hennepin,Current asthma among adults,Age-adjusted prevalence,9.6,Minnesota,Hennepin,10.728844768184953,3.0,60902.0
27031,MN,Minnesota,Cook,Current asthma among adults,Age-adjusted prevalence,10.1,Minnesota,Cook,4.106150682223828,1.0,33168.0
27139,MN,Minnesota,Scott,Current asthma among adults,Age-adjusted prevalence,9.5,Minnesota,Scott,10.985596797012276,1.0,32667.0
27171,MN,Minnesota,Wright,Current asthma among adults,Age-adjusted prevalence,10.0,Minnesota,Wright,9.860129105091325,1.0,30935.0
28049,MS,Mississippi,Hinds,Current asthma among adults,Age-adjusted prevalence,10.6,Mississippi,Hinds,10.375687644115626,2.0,62717.0
27075,MN,Minnesota,Lake,Current asthma among adults,Age-adjusted prevalence,10.1,Minnesota,Lake,6.264850551694604,1.0,32692.0
26153,MI,Michigan,Schoolcraft,Current asthma among adults,Age-adjusted prevalence,12.3,Michigan,Schoolcraft,5.301592295247014,1.0,8542.0
28047,MS,Mississippi,Harrison,Current asthma among adults,Age-adjusted prevalence,9.7,Mississippi,Harrison,9.309125716861585,1.0,31723.0
26099,MI,Michigan,Macomb,Current asthma among adults,Age-adjusted prevalence,11.4,Michigan,Macomb,10.61563538276284,1.0,32720.0
27003,MN,Minnesota,Anoka,Current asthma among adults,Age-adjusted prevalence,9.9,Minnesota,Anoka,8.597030275859241,1.0,12191.0
26147,MI,Michigan,St. Clair,Current asthma among adults,Age-adjusted prevalence,11.7,Michigan,St. Clair,10.44364578202758,1.0,32995.0
26101,MI,Michigan,Manistee,Current asthma among adults,Age-adjusted prevalence,11.6,Michigan,Manistee,5.5633367904979965,1.0,3494.0
27017,MN,Minnesota,Carlton,Current asthma among adults,Age-adjusted prevalence,10.6,Minnesota,Carlton,6.104595206294229,1.0,33491.0
28059,MS,Mississippi,Jackson,Current asthma among adults,Age-adjusted prevalence,9.5,Mississippi,Jackson,9.480716672524307,1.0,31981.0
26081,MI,Michigan,Kent,Current asthma among adults,Age-adjusted prevalence,11.0,Michigan,Kent,11.387468095261733,1.0,40289.0
26049,MI,Michigan,Genesee,Current asthma among adults,Age-adjusted prevalence,12.4,Michigan,Genesee,8.684892510019125,1.0,12027.0
27137,MN,Minnesota,St. Louis,Current asthma among adults,Age-adjusted prevalence,10.6,Minnesota,Saint Louis,7.980981388009924,3.0,97147.0
27145,MN,Minnesota,Stearns,Current asthma among adults,Age-adjusted prevalence,10.3,Minnesota,Stearns,10.007559818643344,1.0,32698.0
26125,MI,Michigan,Oakland,Current asthma among adults,Age-adjusted prevalence,10.6,Michigan,Oakland,9.3,1.0,744.0
27007,MN,Minnesota,Beltrami,Current asthma among adults,Age-adjusted prevalence,11.3,Minnesota,Beltrami,7.845178977692837,1.0,33487.0
28033,MS,Mississippi,DeSoto,Current asthma among adults,Age-adjusted prevalence,9.6,Mississippi,DeSoto,11.471094985045308,1.0,31562.0
26113,MI,Michigan,Missaukee,Current asthma among adults,Age-adjusted prevalence,11.8,Michigan,Missaukee,10.364947983471074,1.0,11132.0
27021,MN,Minnesota,Cass,Current asthma among adults,Age-adjusted prevalence,10.6,Minnesota,Cass,7.67582767197509,1.0,33720.0
26139,MI,Michigan,Ottawa,Current asthma among adults,Age-adjusted prevalence,11.0,Michigan,Ottawa,10.65419037607679,1.0,32504.0
28011,MS,Mississippi,Bolivar,Current asthma among adults,Age-adjusted prevalence,11.2,Mississippi,Bolivar,10.679843238859293,1.0,31349.0
26065,MI,Michigan,Ingham,Current asthma among adults,Age-adjusted prevalence,11.6,Michigan,Ingham,11.162088435211055,1.0,25776.0
27083,MN,Minnesota,Lyon,Current asthma among adults,Age-adjusted prevalence,10.1,Minnesota,Lyon,10.152936964252701,1.0,32450.0
29021,MO,Missouri,Buchanan,Current asthma among adults,Age-adjusted prevalence,10.9,Missouri,Buchanan,8.967151365396884,1.0,21946.0
30031,MT,Montana,Gallatin,Current asthma among adults,Age-adjusted prevalence,10.7,Montana,Gallatin,3.005895363730391,1.0,11602.0
31067,NE,Nebraska,Gage,Current asthma among adults,Age-adjusted prevalence,9.6,Nebraska,Gage,7.14829132562554,1.0,11590.0
30035,MT,Montana,Glacier,Current asthma among adults,Age-adjusted prevalence,14.6,Montana,Glacier,4.326585926683116,1.0,11348.0
30029,MT,Montana,Flathead,Current asthma among adults,Age-adjusted prevalence,10.8,Montana,Flathead,9.522974829676974,1.0,11578.0
30075,MT,Montana,Powder River,Current asthma among adults,Age-adjusted prevalence,11.1,Montana,Powder River,9.471005387898028,1.0,10709.0
29077,MO,Missouri,Greene,Current asthma among adults,Age-adjusted prevalence,10.8,Missouri,Greene,8.88949697041333,1.0,40694.0
29047,MO,Missouri,Clay,Current asthma among adults,Age-adjusted prevalence,10.3,Missouri,Clay,6.392077083086053,1.0,10110.0
29510,MO,Missouri,St. Louis,Current asthma among adults,Age-adjusted prevalence,11.7,Missouri,St. Louis City,9.802752957230194,4.0,242905.0
29189,MO,Missouri,St. Louis,Current asthma among adults,Age-adjusted prevalence,10.7,Missouri,Saint Louis,7.6551885562520425,1.0,33661.0
31055,NE,Nebraska,Douglas,Current asthma among adults,Age-adjusted prevalence,8.7,Nebraska,Douglas,8.007786552296583,2.0,13433.0
30083,MT,Montana,Richland,Current asthma among adults,Age-adjusted prevalence,10.8,Montana,Richland,7.633228989278057,1.0,11192.0
30049,MT,Montana,Lewis and Clark,Current asthma among adults,Age-adjusted prevalence,11.3,Montana,Lewis and Clark,6.791278303824691,2.0,34408.0
30093,MT,Montana,Silver Bow,Current asthma among adults,Age-adjusted prevalence,11.2,Montana,Silver Bow,7.457672028112449,1.0,11952.0
29037,MO,Missouri,Cass,Current asthma among adults,Age-adjusted prevalence,10.2,Missouri,Cass,6.3169786140369855,1.0,9247.0
30041,MT,Montana,Hill,Current asthma among adults,Age-adjusted prevalence,12.3,Montana,Hill,7.943197444704506,1.0,6836.0
30027,MT,Montana,Fergus,Current asthma among adults,Age-adjusted prevalence,11.3,Montana,Fergus,5.280587474358973,1.0,11544.0
30071,MT,Montana,Phillips,Current asthma among adults,Age-adjusted prevalence,11.5,Montana,Phillips,7.48681997652339,1.0,11586.0
29099,MO,Missouri,Jefferson,Current asthma among adults,Age-adjusted prevalence,10.5,Missouri,Jefferson,7.864152900265321,1.0,31283.0
30111,MT,Montana,Yellowstone,Current asthma among adults,Age-adjusted prevalence,10.8,Montana,Yellowstone,6.718697077918671,1.0,11435.0
30063,MT,Montana,Missoula,Current asthma among adults,Age-adjusted prevalence,10.8,Montana,Missoula,8.487736173366498,2.0,45026.0
29095,MO,Missouri,Jackson,Current asthma among adults,Age-adjusted prevalence,10.5,Missouri,Jackson,9.723518311374647,2.0,46041.0
30081,MT,Montana,Ravalli,Current asthma among adults,Age-adjusted prevalence,10.7,Montana,Ravalli,5.8224400792609226,1.0,11582.0
30053,MT,Montana,Lincoln,Current asthma among adults,Age-adjusted prevalence,11.8,Montana,Lincoln,11.759973793043066,1.0,33693.0
31079,NE,Nebraska,Hall,Current asthma among adults,Age-adjusted prevalence,8.8,Nebraska,Hall,7.498460695183777,1.0,11046.0
30017,MT,Montana,Custer,Current asthma among adults,Age-adjusted prevalence,11.2,Montana,Custer,8.171690180626241,1.0,11593.0
30001,MT,Montana,Beaverhead,Current asthma among adults,Age-adjusted prevalence,11.1,Montana,Beaverhead,2.9605310459107965,1.0,11457.0
29039,MO,Missouri,Cedar,Current asthma among adults,Age-adjusted prevalence,11.2,Missouri,Cedar,6.749212989965939,1.0,10863.0
36047,NY,New York,Kings,Current asthma among adults,Age-adjusted prevalence,10.4,New York,Kings,9.173244913268551,3.0,11011.0
35001,NM,New Mexico,Bernalillo,Current asthma among adults,Age-adjusted prevalence,9.8,New Mexico,Bernalillo,6.124177931030163,6.0,199522.0
34007,NJ,New Jersey,Camden,Current asthma among adults,Age-adjusted prevalence,9.7,New Jersey,Camden,9.686748489206526,2.0,44425.0
35013,NM,New Mexico,Do̱a Ana,Current asthma among adults,Age-adjusted prevalence,9.4,New Mexico,Dona Ana,5.995920402376456,4.0,52431.0
35025,NM,New Mexico,Lea,Current asthma among adults,Age-adjusted prevalence,9.5,New Mexico,Lea,6.386379652341695,1.0,11402.0
34011,NJ,New Jersey,Cumberland,Current asthma among adults,Age-adjusted prevalence,9.7,New Jersey,Cumberland,8.031786651444145,1.0,32649.0
34029,NJ,New Jersey,Ocean,Current asthma among adults,Age-adjusted prevalence,9.4,New Jersey,Ocean,8.111209378759076,1.0,32089.0
36061,NY,New York,New York,Current asthma among adults,Age-adjusted prevalence,9.6,New York,New York,9.69930769550173,2.0,2312.0
34039,NJ,New Jersey,Union,Current asthma among adults,Age-adjusted prevalence,9.0,New Jersey,Union,10.104840833040631,2.0,74593.0
31153,NE,Nebraska,Sarpy,Current asthma among adults,Age-adjusted prevalence,8.6,Nebraska,Sarpy,7.946718697319821,1.0,10559.0
36067,NY,New York,Onondaga,Current asthma among adults,Age-adjusted prevalence,11.4,New York,Onondaga,8.084892219475815,1.0,32851.0
34031,NJ,New Jersey,Passaic,Current asthma among adults,Age-adjusted prevalence,8.9,New Jersey,Passaic,8.344861816992449,1.0,32179.0
36055,NY,New York,Monroe,Current asthma among adults,Age-adjusted prevalence,11.0,New York,Monroe,8.235282081552564,2.0,37203.0
32510,NV,Nevada,Carson City,Current asthma among adults,Age-adjusted prevalence,10.5,Nevada,Carson City,4.896194334117449,1.0,11903.0
34017,NJ,New Jersey,Hudson,Current asthma among adults,Age-adjusted prevalence,8.4,New Jersey,Hudson,8.135396180725406,2.0,76785.0
34003,NJ,New Jersey,Bergen,Current asthma among adults,Age-adjusted prevalence,8.0,New Jersey,Bergen,10.026658608988956,1.0,34687.0
33015,NH,New Hampshire,Rockingham,Current asthma among adults,Age-adjusted prevalence,10.1,New Hampshire,Rockingham,6.102463863062341,2.0,64774.0
36001,NY,New York,Albany,Current asthma among adults,Age-adjusted prevalence,10.9,New York,Albany,8.662409658889759,2.0,34461.0
33001,NH,New Hampshire,Belknap,Current asthma among adults,Age-adjusted prevalence,10.4,New Hampshire,Belknap,5.443440850828071,1.0,33572.0
33005,NH,New Hampshire,Cheshire,Current asthma among adults,Age-adjusted prevalence,10.7,New Hampshire,Cheshire,7.764226540820808,1.0,34137.0
36103,NY,New York,Suffolk,Current asthma among adults,Age-adjusted prevalence,10.2,New York,Suffolk,7.6080000000000005,1.0,600.0
37051,NC,North Carolina,Cumberland,Current asthma among adults,Age-adjusted prevalence,11.5,North Carolina,Cumberland,9.186618746387598,1.0,11419.0
33009,NH,New Hampshire,Grafton,Current asthma among adults,Age-adjusted prevalence,10.5,New Hampshire,Grafton,5.7912397005079175,1.0,33470.0
36013,NY,New York,Chautauqua,Current asthma among adults,Age-adjusted prevalence,11.3,New York,Chautauqua,7.126866,1.0,536.0
33011,NH,New Hampshire,Hillsborough,Current asthma among adults,Age-adjusted prevalence,10.6,New Hampshire,Hillsborough,4.735727692571361,1.0,33842.0
32005,NV,Nevada,Douglas,Current asthma among adults,Age-adjusted prevalence,10.3,Nevada,Douglas,6.095124135194069,1.0,11465.0
36005,NY,New York,Bronx,Current asthma among adults,Age-adjusted prevalence,11.8,New York,Bronx,9.471792863067845,3.0,39976.0
31177,NE,Nebraska,Washington,Current asthma among adults,Age-adjusted prevalence,9.0,Nebraska,Washington,7.639338751196172,1.0,11495.0
36085,NY,New York,Richmond,Current asthma among adults,Age-adjusted prevalence,10.2,New York,Richmond,9.528813999999999,1.0,472.0
36071,NY,New York,Orange,Current asthma among adults,Age-adjusted prevalence,10.5,New York,Orange,7.608771999999999,1.0,912.0
31109,NE,Nebraska,Lancaster,Current asthma among adults,Age-adjusted prevalence,9.2,Nebraska,Lancaster,8.328571666666667,1.0,1344.0
34021,NJ,New Jersey,Mercer,Current asthma among adults,Age-adjusted prevalence,8.9,New Jersey,Mercer,9.61016233399754,2.0,66746.0
37035,NC,North Carolina,Catawba,Current asthma among adults,Age-adjusted prevalence,10.7,North Carolina,Catawba,8.384409533525693,1.0,21834.0
34001,NJ,New Jersey,Atlantic,Current asthma among adults,Age-adjusted prevalence,9.5,New Jersey,Atlantic,7.745691755611269,2.0,42281.0
34015,NJ,New Jersey,Gloucester,Current asthma among adults,Age-adjusted prevalence,9.8,New Jersey,Gloucester,6.907168061375173,1.0,6501.0
35055,NM,New Mexico,Taos,Current asthma among adults,Age-adjusted prevalence,9.5,New Mexico,Taos,4.092211728006605,1.0,10901.0
31157,NE,Nebraska,Scotts Bluff,Current asthma among adults,Age-adjusted prevalence,9.3,Nebraska,Scotts Bluff,5.40494987426344,1.0,11031.0
36031,NY,New York,Essex,Current asthma among adults,Age-adjusted prevalence,10.9,New York,Essex,4.756900239242992,1.0,5601.0
32003,NV,Nevada,Clark,Current asthma among adults,Age-adjusted prevalence,10.1,Nevada,Clark,5.160847003121119,14.0,503986.0
35049,NM,New Mexico,Santa Fe,Current asthma among adults,Age-adjusted prevalence,9.2,New Mexico,Santa Fe,2.400465358486665,1.0,9674.0
34019,NJ,New Jersey,Hunterdon,Current asthma among adults,Age-adjusted prevalence,8.8,New Jersey,Hunterdon,8.853734199221284,1.0,33902.0
36101,NY,New York,Steuben,Current asthma among adults,Age-adjusted prevalence,11.2,New York,Steuben,8.644457446018428,1.0,29084.0
37057,NC,North Carolina,Davidson,Current asthma among adults,Age-adjusted prevalence,11.1,North Carolina,Davidson,9.195802261130284,1.0,35354.0
36029,NY,New York,Erie,Current asthma among adults,Age-adjusted prevalence,11.6,New York,Erie,7.293896044009042,3.0,6635.0
37021,NC,North Carolina,Buncombe,Current asthma among adults,Age-adjusted prevalence,10.4,North Carolina,Buncombe,6.884023519532165,1.0,17100.0
34027,NJ,New Jersey,Morris,Current asthma among adults,Age-adjusted prevalence,8.4,New Jersey,Morris,6.696706299401198,1.0,2672.0
34023,NJ,New Jersey,Middlesex,Current asthma among adults,Age-adjusted prevalence,8.3,New Jersey,Middlesex,9.121832845864658,1.0,35112.0
32031,NV,Nevada,Washoe,Current asthma among adults,Age-adjusted prevalence,10.4,Nevada,Washoe,5.324009345339841,4.0,46919.0
34041,NJ,New Jersey,Warren,Current asthma among adults,Age-adjusted prevalence,9.3,New Jersey,Warren,8.49767399140522,1.0,33276.0
36081,NY,New York,Queens,Current asthma among adults,Age-adjusted prevalence,8.9,New York,Queens,10.372246231668228,2.0,35253.0
39013,OH,Ohio,Belmont,Current asthma among adults,Age-adjusted prevalence,11.2,Ohio,Belmont,7.620688417304296,1.0,6796.0
38101,ND,North Dakota,Ward,Current asthma among adults,Age-adjusted prevalence,10.0,North Dakota,Ward,8.606117184628033,1.0,45004.0
39009,OH,Ohio,Athens,Current asthma among adults,Age-adjusted prevalence,11.5,Ohio,Athens,6.658336773804392,1.0,18568.0
40001,OK,Oklahoma,Adair,Current asthma among adults,Age-adjusted prevalence,13.6,Oklahoma,Adair,9.846309852925856,1.0,11518.0
37081,NC,North Carolina,Guilford,Current asthma among adults,Age-adjusted prevalence,11.2,North Carolina,Guilford,9.861858602539234,1.0,11342.0
37119,NC,North Carolina,Mecklenburg,Current asthma among adults,Age-adjusted prevalence,10.4,North Carolina,Mecklenburg,9.246338725701237,3.0,58254.0
39003,OH,Ohio,Allen,Current asthma among adults,Age-adjusted prevalence,11.2,Ohio,Allen,8.352437061586551,1.0,11837.0
37123,NC,North Carolina,Montgomery,Current asthma among adults,Age-adjusted prevalence,11.2,North Carolina,Montgomery,9.700643783830326,1.0,11033.0
38053,ND,North Dakota,McKenzie,Current asthma among adults,Age-adjusted prevalence,10.3,North Dakota,McKenzie,7.40374084953816,1.0,43413.0
37159,NC,North Carolina,Rowan,Current asthma among adults,Age-adjusted prevalence,11.0,North Carolina,Rowan,9.005215484892087,1.0,11120.0
39151,OH,Ohio,Stark,Current asthma among adults,Age-adjusted prevalence,11.3,Ohio,Stark,10.787036999071189,2.0,66752.0
37067,NC,North Carolina,Forsyth,Current asthma among adults,Age-adjusted prevalence,11.1,North Carolina,Forsyth,9.709525387868117,2.0,66453.0
37063,NC,North Carolina,Durham,Current asthma among adults,Age-adjusted prevalence,10.8,North Carolina,Durham,7.939191237354086,1.0,11051.0
39035,OH,Ohio,Cuyahoga,Current asthma among adults,Age-adjusted prevalence,11.7,Ohio,Cuyahoga,11.155132959557008,6.0,119551.0
37129,NC,North Carolina,New Hanover,Current asthma among adults,Age-adjusted prevalence,10.6,North Carolina,New Hanover,8.14681163336407,1.0,44461.0
38007,ND,North Dakota,Billings,Current asthma among adults,Age-adjusted prevalence,9.6,North Dakota,Billings,6.741539543698307,1.0,33491.0
39135,OH,Ohio,Preble,Current asthma among adults,Age-adjusted prevalence,11.1,Ohio,Preble,9.813707708365166,1.0,32719.0
39049,OH,Ohio,Franklin,Current asthma among adults,Age-adjusted prevalence,11.1,Ohio,Franklin,10.71056828282522,4.0,62650.0
38013,ND,North Dakota,Burke,Current asthma among adults,Age-adjusted prevalence,9.9,North Dakota,Burke,9.843337841811232,1.0,44213.0
39017,OH,Ohio,Butler,Current asthma among adults,Age-adjusted prevalence,10.8,Ohio,Butler,11.932590029760162,4.0,116330.0
39113,OH,Ohio,Montgomery,Current asthma among adults,Age-adjusted prevalence,11.6,Ohio,Montgomery,10.545834445392247,1.0,34583.0
39103,OH,Ohio,Medina,Current asthma among adults,Age-adjusted prevalence,10.6,Ohio,Medina,9.384092863742655,1.0,35066.0
39081,OH,Ohio,Jefferson,Current asthma among adults,Age-adjusted prevalence,11.9,Ohio,Jefferson,10.454733702305536,1.0,34569.0
38025,ND,North Dakota,Dunn,Current asthma among adults,Age-adjusted prevalence,10.2,North Dakota,Dunn,8.3744271865188,1.0,42741.0
39085,OH,Ohio,Lake,Current asthma among adults,Age-adjusted prevalence,10.8,Ohio,Lake,8.59913,1.0,920.0
39095,OH,Ohio,Lucas,Current asthma among adults,Age-adjusted prevalence,11.3,Ohio,Lucas,9.451873310323764,3.0,9822.0
37183,NC,North Carolina,Wake,Current asthma among adults,Age-adjusted prevalence,10.0,North Carolina,Wake,9.551200799424652,2.0,42757.0
38017,ND,North Dakota,Cass,Current asthma among adults,Age-adjusted prevalence,9.8,North Dakota,Cass,11.441684563087003,1.0,43654.0
39153,OH,Ohio,Summit,Current asthma among adults,Age-adjusted prevalence,11.3,Ohio,Summit,9.549834503546938,2.0,33832.0
39099,OH,Ohio,Mahoning,Current asthma among adults,Age-adjusted prevalence,11.1,Ohio,Mahoning,10.286957049495632,1.0,34003.0
37147,NC,North Carolina,Pitt,Current asthma among adults,Age-adjusted prevalence,11.5,North Carolina,Pitt,7.727975144328996,1.0,11453.0
38015,ND,North Dakota,Burleigh,Current asthma among adults,Age-adjusted prevalence,9.9,North Dakota,Burleigh,10.498576792609986,1.0,77077.0
37131,NC,North Carolina,Northampton,Current asthma among adults,Age-adjusted prevalence,12.3,North Carolina,Northampton,7.9448219816015415,1.0,11414.0
39087,OH,Ohio,Lawrence,Current asthma among adults,Age-adjusted prevalence,11.8,Ohio,Lawrence,9.217841139213697,1.0,34465.0
39155,OH,Ohio,Trumbull,Current asthma among adults,Age-adjusted prevalence,11.4,Ohio,Trumbull,10.403504448267945,1.0,34843.0
39145,OH,Ohio,Scioto,Current asthma among adults,Age-adjusted prevalence,11.6,Ohio,Scioto,10.0595639218149,2.0,54857.0
40019,OK,Oklahoma,Carter,Current asthma among adults,Age-adjusted prevalence,11.7,Oklahoma,Carter,7.95725592189679,1.0,30114.0
39061,OH,Ohio,Hamilton,Current asthma among adults,Age-adjusted prevalence,11.5,Ohio,Hamilton,10.661398676703973,5.0,125897.0
38065,ND,North Dakota,Oliver,Current asthma among adults,Age-adjusted prevalence,10.1,North Dakota,Oliver,8.83720214344326,1.0,44847.0
39023,OH,Ohio,Clark,Current asthma among adults,Age-adjusted prevalence,11.5,Ohio,Clark,10.611683190906168,1.0,34221.0
37173,NC,North Carolina,Swain,Current asthma among adults,Age-adjusted prevalence,12.3,North Carolina,Swain,7.23245137605178,2.0,12360.0
37101,NC,North Carolina,Johnston,Current asthma among adults,Age-adjusted prevalence,10.7,North Carolina,Johnston,8.167943659562988,1.0,11121.0
37121,NC,North Carolina,Mitchell,Current asthma among adults,Age-adjusted prevalence,10.8,North Carolina,Mitchell,6.885759679419058,1.0,11292.0
