fips,state,county,pm25_mean,monitor_count,total_observations
42015,Pennsylvania,Bradford,7.041420464698331,1.0,4674.0
42021,Pennsylvania,Cambria,9.192521831467296,1.0,71274.0
42027,Pennsylvania,Centre,9.20364214480891,1.0,32864.0
42029,Pennsylvania,Chester,9.994469946259153,1.0,62820.0
42041,Pennsylvania,Cumberland,10.183648261439007,1.0,35733.0
42043,Pennsylvania,Dauphin,11.490782046495102,2.0,39402.0
42045,Pennsylvania,Delaware,10.69388947473827,2.0,62565.0
42049,Pennsylvania,Erie,8.58240369626939,1.0,36348.0
42051,Pennsylvania,Fayette,7.048761349488421,1.0,14856.0
42059,Pennsylvania,Greene,8.210763646246765,1.0,4636.0
42063,Pennsylvania,Indiana,8.583513723213084,1.0,29716.0
42069,Pennsylvania,Lackawanna,9.682501647633899,1.0,33346.0
42071,Pennsylvania,Lancaster,12.868285888846886,2.0,76714.0
42075,Pennsylvania,Lebanon,11.224297780455963,1.0,31406.0
42077,Pennsylvania,Lehigh,9.459044105341013,1.0,38532.0
42081,Pennsylvania,Lycoming,6.3889096193015185,1.0,3751.0
42085,Pennsylvania,Mercer,8.370549138596656,1.0,31653.0
42091,Pennsylvania,Montgomery,9.818652667433659,1.0,33464.0
42095,Pennsylvania,Northampton,10.108899044273992,1.0,33767.0
42101,Pennsylvania,Philadelphia,11.917689607162924,6.0,231386.0
42115,Pennsylvania,Susquehanna,6.045259798845837,1.0,4852.0
42117,Pennsylvania,Tioga,6.210795389970992,1.0,4826.0
42125,Pennsylvania,Washington,9.488124339492396,3.0,67651.0
42129,Pennsylvania,Westmoreland,8.374276334160463,1.0,4836.0
42131,Pennsylvania,Wyoming,5.972335510656436,1.0,4692.0
42133,Pennsylvania,York,10.77979448018408,1.0,39766.0
44003,Rhode Island,Kent,5.910649317433906,1.0,10818.0
44007,Rhode Island,Providence,7.464423453393958,4.0,46185.0
44009,Rhode Island,Washington,6.360685916584798,1.0,11197.0
45019,South Carolina,Charleston,8.385907768790505,3.0,66044.0
45025,South Carolina,Chesterfield,8.414410397202165,1.0,33240.0
45037,South Carolina,Edgefield,8.983590771295082,1.0,35102.0
45041,South Carolina,Florence,9.741914346462979,1.0,35086.0
45045,South Carolina,Greenville,10.118272633603649,2.0,44269.0
45051,South Carolina,Horry,8.299549331832045,1.0,28198.0
45063,South Carolina,Lexington,7.867411386025201,1.0,1746.0
45079,South Carolina,Richland,8.861378161739566,2.0,71374.0
45083,South Carolina,Spartanburg,10.218981050325123,1.0,36602.0
45091,South Carolina,York,8.562954519224107,1.0,11548.0
46011,South Dakota,Brookings,6.3690327980742785,1.0,10905.0
46013,South Dakota,Brown,7.107854117945133,1.0,11446.0
46027,South Dakota,Clay,8.694265978321681,1.0,11440.0
46029,South Dakota,Codington,9.635136708595759,1.0,11273.0
46033,South Dakota,Custer,4.797786829596844,1.0,10393.0
46065,South Dakota,Hughes,5.1526844642514185,1.0,11455.0
46071,South Dakota,Jackson,7.6110117254425536,1.0,11524.0
46099,South Dakota,Minnehaha,6.7699065825120925,1.0,11162.0
46103,South Dakota,Pennington,8.404148305100893,1.0,11547.0
47009,Tennessee,Blount,7.721922814685315,1.0,11440.0
47037,Tennessee,Davidson,9.73256287799416,2.0,50014.0
47045,Tennessee,Dyer,7.595459785645683,1.0,11453.0
47065,Tennessee,Hamilton,9.991885106772422,1.0,6556.0
47093,Tennessee,Knox,9.812969304908586,3.0,111804.0
47099,Tennessee,Lawrence,8.278413496902541,1.0,11461.0
47105,Tennessee,Loudon,7.059447855212869,1.0,22502.0
47107,Tennessee,McMinn,8.308812047021389,1.0,11314.0
47113,Tennessee,Madison,8.456975371188221,1.0,11412.0
47119,Tennessee,Maury,7.5433182318815195,1.0,11411.0
47125,Tennessee,Montgomery,7.317261485808346,1.0,11239.0
47141,Tennessee,Putnam,7.708844260054564,1.0,11363.0
47145,Tennessee,Roane,7.458003926153846,1.0,11375.0
47157,Tennessee,Shelby,9.464821697691306,3.0,45437.0
47163,Tennessee,Sullivan,7.102207527838861,1.0,11369.0
47165,Tennessee,Sumner,7.565140888377541,1.0,11951.0
48013,Texas,Atascosa,8.843648261207715,1.0,31630.0
48027,Texas,Bell,7.571847871650213,1.0,10635.0
48029,Texas,Bexar,8.464301226940533,4.0,33934.0
48037,Texas,Bowie,10.440362505410938,1.0,10257.0
48039,Texas,Brazoria,8.008511,1.0,376.0
48041,Texas,Brazos,8.002392465908073,1.0,11161.0
48043,Texas,Brewster,7.365426060383687,1.0,9539.0
48061,Texas,Cameron,9.727734384258246,3.0,22831.0
48113,Texas,Dallas,10.352963094048025,2.0,23488.0
48121,Texas,Denton,8.089328505410398,1.0,11367.0
48135,Texas,Ector,6.894896253689388,1.0,11384.0
48141,Texas,El Paso,8.536714323243991,1.0,34624.0
48167,Texas,Galveston,9.79574578913832,1.0,10201.0
48201,Texas,Harris,10.664828395998187,10.0,123594.0
48203,Texas,Harrison,8.700369402309715,1.0,33857.0
48215,Texas,Hidalgo,9.364950948158503,2.0,32908.0
48245,Texas,Jefferson,9.859187634646855,2.0,53165.0
48257,Texas,Kaufman,7.953993982895431,1.0,11342.0
48273,Texas,Kleberg,9.13550131259958,1.0,31382.0
48303,Texas,Lubbock,5.355163477943073,1.0,11629.0
48323,Texas,Maverick,7.837569211132978,1.0,10671.0
48339,Texas,Montgomery,10.362667463666925,1.0,11601.0
48349,Texas,Navarro,9.084141556877396,1.0,10171.0
48355,Texas,Nueces,9.115875116019541,2.0,34589.0
48361,Texas,Orange,9.010617596129034,1.0,10850.0
48375,Texas,Potter,5.735200132173913,1.0,11500.0
48439,Texas,Tarrant,9.99543999666731,3.0,87917.0
48453,Texas,Travis,9.872250677559522,3.0,56153.0
48479,Texas,Webb,8.931474486677114,1.0,33176.0
49003,Utah,Box Elder,7.032044,1.0,1448.0
49005,Utah,Cache,8.460539050064229,1.0,28803.0
49007,Utah,Carbon,3.6132779500992838,1.0,11583.0
49011,Utah,Davis,7.1457183494050485,1.0,14539.0
49013,Utah,Duchesne,8.25506861647705,1.0,25490.0
49019,Utah,Grand,7.528264894317049,1.0,8024.0
49021,Utah,Iron,5.043408524315979,1.0,11659.0
49035,Utah,Salt Lake,7.498830007714527,8.0,179661.0
49045,Utah,Tooele,5.587412870241734,1.0,14396.0
49047,Utah,Uintah,6.599403814139431,1.0,14258.0
49049,Utah,Utah,6.771191694394152,2.0,29273.0
49053,Utah,Washington,4.3526590099389715,1.0,11470.0
49057,Utah,Weber,5.8986082854532675,1.0,14230.0
50003,Vermont,Bennington,6.618640792500538,1.0,32429.0
50007,Vermont,Chittenden,6.515555437378627,3.0,66942.0
50021,Vermont,Rutland,7.449540653679656,1.0,30492.0
51003,Virginia,Albemarle,8.63448278124395,1.0,46481.0
51013,Virginia,Arlington,9.311042809815952,1.0,1304.0
51036,Virginia,Charles,7.740692809661247,1.0,32915.0
51041,Virginia,Chesterfield,7.871171000000001,1.0,888.0
51059,Virginia,Fairfax,9.579767313459898,2.0,65632.0
51069,Virginia,Frederick,9.199251576075339,1.0,34617.0
51087,Virginia,Henrico,8.900439854823144,2.0,35226.0
51107,Virginia,Loudoun,8.249123,1.0,912.0
51161,Virginia,Roanoke,8.20298171377751,1.0,33170.0
51165,Virginia,Rockingham,8.356303,1.0,952.0
51520,Virginia,Bristol City,8.333333,1.0,888.0
51650,Virginia,Hampton City,8.537270652231605,1.0,33160.0
51680,Virginia,Lynchburg City,7.657983,1.0,952.0
51710,Virginia,Norfolk City,7.900961999999999,1.0,832.0
51760,Virginia,Richmond City,9.087440368424122,1.0,34292.0
51775,Virginia,Salem City,8.030833,1.0,960.0
51810,Virginia,Virginia Beach City,8.453756007219996,1.0,33241.0
53011,Washington,Clark,6.505700061780846,1.0,11298.0
53033,Washington,King,7.322546172269228,5.0,52000.0
53035,Washington,Kitsap,4.963725409982174,1.0,11220.0
53037,Washington,Kittitas,6.568562450802513,1.0,11464.0
53047,Washington,Okanogan,12.106837765820995,1.0,10603.0
53053,Washington,Pierce,6.782224356295337,3.0,44668.0
53057,Washington,Skagit,5.322810627519111,1.0,11512.0
53061,Washington,Snohomish,6.33557858913205,2.0,22893.0
53063,Washington,Spokane,7.801531365344469,1.0,11496.0
53065,Washington,Stevens,10.230263340109598,1.0,11314.0
53073,Washington,Whatcom,4.992205799894913,1.0,11419.0
53077,Washington,Yakima,9.278696679261444,3.0,31521.0
54003,West Virginia,Berkeley,10.07813503858521,1.0,2488.0
54009,West Virginia,Brooke,9.147081809338522,2.0,2056.0
54011,West Virginia,Cabell,8.52185423178808,1.0,1208.0
54029,West Virginia,Hancock,8.526271,1.0,944.0
54033,West Virginia,Harrison,8.245794,1.0,856.0
54039,West Virginia,Kanawha,7.880992245318352,2.0,12816.0
54049,West Virginia,Marion,8.381356,1.0,944.0
54051,West Virginia,Marshall,11.344114815974573,1.0,38386.0
54061,West Virginia,Monongalia,8.410909,1.0,880.0
54069,West Virginia,Ohio,8.984210999999998,1.0,912.0
54107,West Virginia,Wood,8.924348000000002,1.0,920.0
55003,Wisconsin,Ashland,6.941675754300416,1.0,33427.0
55009,Wisconsin,Brown,9.840768614490244,1.0,33457.0
55025,Wisconsin,Dane,10.585607844442466,2.0,67377.0
55027,Wisconsin,Dodge,9.756023414791555,1.0,34398.0
55035,Wisconsin,Eau Claire,9.848200844291691,1.0,33460.0
55041,Wisconsin,Forest,7.805681006419338,1.0,33181.0
55043,Wisconsin,Grant,10.798266992230918,1.0,33466.0
55053,Wisconsin,Jackson,8.007737851063832,1.0,11515.0
55059,Wisconsin,Kenosha,9.153433582223169,1.0,32953.0
55063,Wisconsin,La Crosse,9.627160227451986,1.0,31189.0
55073,Wisconsin,Marathon,10.599447657458562,1.0,362.0
55079,Wisconsin,Milwaukee,11.07647236293441,2.0,81461.0
55081,Wisconsin,Monroe,8.4387283280133,1.0,12030.0
55087,Wisconsin,Outagamie,10.569786077582162,1.0,66059.0
55089,Wisconsin,Ozaukee,8.697930393616701,1.0,33337.0
55111,Wisconsin,Sauk,9.642684406494013,1.0,33169.0
55119,Wisconsin,Taylor,8.789923583938878,1.0,32065.0
55125,Wisconsin,Vilas,7.3726961155596005,1.0,30772.0
55133,Wisconsin,Waukesha,11.19565586835963,1.0,46270.0
56001,Wyoming,Albany,2.4798040580435634,2.0,33561.0
56005,Wyoming,Campbell,5.65473736635514,1.0,34240.0
56013,Wyoming,Fremont,4.074835030300786,4.0,53992.0
56021,Wyoming,Laramie,5.313187323989469,2.0,51656.0
56023,Wyoming,Lincoln,2.290590954674221,1.0,19768.0
56025,Wyoming,Natrona,3.0729704506457836,1.0,34222.0
56029,Wyoming,Park,3.33663991590419,1.0,34318.0
56033,Wyoming,Sheridan,6.6525511971687665,1.0,33413.0
56035,Wyoming,Sublette,3.3846414552232256,1.0,11401.0
56037,Wyoming,Sweetwater,3.7651822424896566,1.0,11118.0
56039,Wyoming,Teton,2.3055362781377062,2.0,22381.0
72021,Puerto Rico,Bayamon,4.78599348534202,1.0,3070.0
72025,Puerto Rico,Caguas,5.495556,1.0,720.0
72053,Puerto Rico,Fajardo,6.842574,1.0,808.0
72061,Puerto Rico,Guaynabo,7.144586267515924,1.0,1256.0
72113,Puerto Rico,Ponce,6.365385,1.0,832.0
80026,Country Of Mexico,SONORA,10.599323306789609,1.0,32211.0
